generation,rank,id,target_engine,score_pct,points,games_played,wins,draws,losses,elo,param_exploration,param_tau,rollout_epsilon,time_budget,max_rollout_depth,book_temperature,book_mode,use_book,use_db
2,7,4,"MCTS_PUCT",51.67,15.5,30,7,17,6,1511.6,1.2051,1.5636,0.3232,0.2000,71,1.6902,"GOOD",1,1
2,8,7,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,1.4455,0.9779,0.3373,0.2000,73,0.7549,"BEST",1,1
2,9,5,"MCTS_PUCT",48.33,14.5,30,9,11,10,1488.4,1.2051,1.5636,0.3232,0.2000,71,1.4065,"GOOD",1,1
2,10,1,"MCTS_PUCT",48.33,14.5,30,9,11,10,1488.4,1.8833,2.3967,0.2645,0.2000,71,0.8575,"PUCT_GUIDED",1,1
2,11,3,"MCTS_PUCT",48.33,14.5,30,8,13,9,1488.4,3.2733,1.0127,0.2714,0.2000,25,0.4443,"GOOD",1,1
2,12,14,"MCTS_PUCT",46.67,14.0,30,10,8,12,1476.8,1.9242,2.0168,0.3469,0.2000,66,0.4096,"PUCT_GUIDED",1,1
2,13,2,"MCTS_PUCT",46.67,14.0,30,9,10,11,1476.8,3.2733,1.0127,0.2282,0.2000,29,0.4443,"GOOD",1,1
2,14,10,"MCTS_PUCT",46.67,14.0,30,7,14,9,1476.8,3.0026,0.9589,0.4039,0.2000,77,1.8565,"PUCT_GUIDED",1,1
2,15,6,"MCTS_PUCT",43.33,13.0,30,8,10,12,1453.4,2.4288,0.5163,0.1995,0.2000,75,1.3811,"BEST",1,1
2,16,12,"MCTS_PUCT",30.00,9.0,30,3,12,15,1352.8,0.9318,0.7859,0.2697,0.2000,82,2.0854,"GOOD",1,1
3,1,8,"MCTS_PUCT",63.33,19.0,30,12,14,4,1594.9,3.0965,1.3055,0.1708,0.2000,72,1.7429,"GOOD",1,1
3,2,10,"MCTS_PUCT",58.33,17.5,30,12,11,7,1558.5,2.8889,1.2856,0.1854,0.2000,81,1.8482,"GOOD",1,1
3,3,12,"MCTS_PUCT",56.67,17.0,30,11,12,7,1546.6,2.7291,1.4562,0.2861,0.2000,51,0.8621,"ALL",1,1
3,4,4,"MCTS_PUCT",55.00,16.5,30,8,17,5,1534.9,1.4490,1.0496,0.3365,0.2000,71,0.8426,"BEST",1,1
3,5,0,"MCTS_PUCT",53.33,16.0,30,10,12,8,1523.2,2.8146,1.8741,0.2419,0.2000,87,0.2901,"ALL",1,1
3,6,14,"MCTS_PUCT",51.67,15.5,30,11,9,10,1511.6,1.4967,1.7895,0.3193,0.2000,42,2.4415,"PUCT_GUIDED",1,1
3,7,3,"MCTS_PUCT",51.67,15.5,30,7,17,6,1511.6,2.2622,2.3967,0.2645,0.2000,71,0.8575,"PUCT_GUIDED",1,1
3,8,9,"MCTS_PUCT",48.33,14.5,30,7,15,8,1488.4,3.0965,1.3055,0.1708,0.2000,72,1.4810,"GOOD",1,1
3,9,6,"MCTS_PUCT",48.33,14.5,30,6,17,7,1488.4,2.1338,1.6069,0.2978,0.2000,65,2.4553,"PUCT_GUIDED",1,1
3,10,1,"MCTS_PUCT",46.67,14.0,30,9,10,11,1476.8,3.0965,1.3055,0.1708,0.2000,72,1.7429,"GOOD",1,1
3,11,13,"MCTS_PUCT",46.67,14.0,30,9,10,11,1476.8,2.4275,2.0201,0.2719,0.2000,45,0.4396,"PUCT_GUIDED",1,1
3,12,5,"MCTS_PUCT",46.67,14.0,30,7,14,9,1476.8,1.2015,1.6760,0.3240,0.2000,73,1.2710,"BEST",1,1
3,13,7,"MCTS_PUCT",45.00,13.5,30,7,13,10,1465.1,2.0865,1.2556,0.1992,0.2000,54,1.5176,"PUCT_GUIDED",1,1
3,14,2,"MCTS_PUCT",45.00,13.5,30,5,17,8,1465.1,1.4967,1.7895,0.3193,0.2000,31,2.4415,"PUCT_GUIDED",0,1
3,15,15,"MCTS_PUCT",43.33,13.0,30,6,14,10,1453.4,1.4967,1.7895,0.3193,0.2000,42,2.6227,"PUCT_GUIDED",1,1
3,16,11,"MCTS_PUCT",40.00,12.0,30,3,18,9,1429.6,2.9517,1.8940,0.2730,0.2000,85,0.1848,"ALL",1,1
4,1,3,"MCTS_PUCT",95.00,28.5,30,27,3,0,2011.5,3.1821,1.3406,0.2553,0.2000,70,2.4828,"GOOD",0,0
4,2,5,"MCTS_PUCT",63.33,19.0,30,14,10,6,1594.9,3.0965,1.3055,0.1708,0.2000,71,1.7429,"GOOD",0,1
4,3,10,"MCTS_PUCT",60.00,18.0,30,12,12,6,1570.4,2.6073,1.3884,0.3179,0.2000,50,0.6778,"ALL",1,1
4,4,4,"MCTS_PUCT",53.33,16.0,30,9,14,7,1523.2,3.0965,1.3055,0.1708,0.2000,72,1.7429,"GOOD",1,1
4,5,2,"MCTS_PUCT",51.67,15.5,30,9,13,8,1511.6,2.0482,1.3485,0.2133,0.2000,67,1.4534,"PUCT_GUIDED",0,1
4,6,1,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,2.8889,1.2856,0.1854,0.2000,81,1.8482,"GOOD",1,1
4,7,0,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,3.0965,1.3055,0.1708,0.2000,72,1.7429,"GOOD",1,1
4,8,13,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,3.0965,1.3055,0.1708,0.2000,76,1.9569,"GOOD",0,1
4,9,6,"MCTS_PUCT",48.33,14.5,30,8,13,9,1488.4,3.1250,1.2981,0.1725,0.2000,65,1.1270,"GOOD",1,1
4,10,15,"MCTS_PUCT",45.00,13.5,30,7,13,10,1465.1,2.8889,1.2856,0.1854,0.2000,81,1.8482,"GOOD",1,1
4,11,7,"MCTS_PUCT",41.67,12.5,30,7,11,12,1441.5,2.7006,1.2818,0.2843,0.2000,58,1.2161,"ALL",1,1
4,12,14,"MCTS_PUCT",41.67,12.5,30,5,15,10,1441.5,2.8889,1.2856,0.1854,0.2000,81,1.8482,"ALL",1,1
4,13,8,"MCTS_PUCT",40.00,12.0,30,8,8,14,1429.6,3.0965,1.3055,0.1708,0.2000,72,1.7429,"GOOD",1,1
4,14,9,"MCTS_PUCT",38.33,11.5,30,5,13,12,1417.4,2.7291,1.4562,0.2861,0.2000,51,0.8621,"ALL",1,1
4,15,12,"MCTS_PUCT",36.67,11.0,30,4,14,12,1405.1,3.0965,1.5570,0.1172,0.2000,72,1.7429,"GOOD",1,1
4,16,11,"MCTS_PUCT",35.00,10.5,30,2,17,11,1392.5,1.4485,1.1808,0.3047,0.2000,72,0.8488,"BEST",1,1
5,1,0,"MCTS_PUCT",88.33,26.5,30,25,3,2,1851.7,3.1821,1.3406,0.2553,0.2000,70,2.4828,"GOOD",0,0
5,2,8,"MCTS_PUCT",86.67,26.0,30,22,8,0,1825.2,3.1016,1.3418,0.2068,0.2000,72,1.8974,"GOOD",1,0
5,3,9,"MCTS_PUCT",81.67,24.5,30,21,7,2,1759.5,3.1770,1.5396,0.2193,0.2000,79,2.3283,"GOOD",1,0
5,4,1,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,3.0965,1.3055,0.1708,0.2000,71,1.7429,"GOOD",0,1
5,5,5,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,3.0648,1.2989,0.1700,0.2000,80,1.7973,"GOOD",1,1
5,6,2,"MCTS_PUCT",50.00,15.0,30,8,14,8,1500.0,3.0855,1.3737,0.2933,0.2000,51,1.0260,"ALL",1,1
5,7,15,"MCTS_PUCT",48.33,14.5,30,7,15,8,1488.4,3.1426,1.3090,0.2425,0.2000,71,1.7031,"GOOD",0,1
5,8,14,"MCTS_PUCT",43.33,13.0,30,8,10,12,1453.4,3.1360,1.3557,0.2772,0.2000,71,2.8126,"GOOD",0,1
5,9,11,"MCTS_PUCT",41.67,12.5,30,8,9,13,1441.5,2.7195,1.3496,0.2449,0.2000,54,1.7479,"GOOD",0,1
5,10,10,"MCTS_PUCT",41.67,12.5,30,6,13,11,1441.5,2.9843,1.4936,0.2676,0.2000,66,0.6728,"ALL",0,1
5,11,7,"MCTS_PUCT",41.67,12.5,30,6,13,11,1441.5,3.0965,1.3055,0.1708,0.2000,71,1.8416,"GOOD",0,1
5,12,6,"MCTS_PUCT",41.67,12.5,30,4,17,9,1441.5,3.0965,1.3055,0.1708,0.2000,60,1.7429,"GOOD",1,1
5,13,12,"MCTS_PUCT",40.00,12.0,30,4,16,10,1429.6,2.0882,1.3215,0.1750,0.2000,71,1.4035,"PUCT_GUIDED",0,1
5,14,3,"MCTS_PUCT",33.33,10.0,30,5,10,15,1379.6,2.6469,1.3128,0.1972,0.2000,64,0.7788,"ALL",1,1
5,15,4,"MCTS_PUCT",31.67,9.5,30,6,7,17,1366.4,2.9206,1.5888,0.1862,0.2000,73,1.7937,"GOOD",1,1
5,16,13,"MCTS_PUCT",30.00,9.0,30,3,12,15,1352.8,3.2926,1.3325,0.2090,0.2000,68,1.5706,"PUCT_GUIDED",0,1
